,tag,gene_length
22313,511145.12.peg.1227,912
22314,511145.12.peg.1228,420
22315,511145.12.peg.1229,1269
22316,511145.12.peg.1230,531
22317,511145.12.peg.1231,1542
22318,511145.12.peg.1232,720
22319,511145.12.peg.1233,1533
22320,511145.12.peg.1234,1272
22321,511145.12.peg.1235,1071
22322,511145.12.peg.1236,129
22323,511145.12.peg.1237,1737
22324,511145.12.peg.1238,915
22325,511145.12.peg.1239,612
22326,511145.12.peg.1240,735
22327,511145.12.peg.1241,255
22328,511145.12.peg.1242,369
22329,511145.12.peg.1243,1698
22330,511145.12.peg.1244,147
22331,511145.12.peg.1245,1419
22332,511145.12.peg.1246,633
22333,511145.12.peg.1247,1071
22334,511145.12.peg.1248,1920
22335,511145.12.peg.1249,2868
22336,511145.12.peg.1250,180
22337,511145.12.peg.1251,1092
22338,511145.12.peg.1252,585
22339,511145.12.peg.1253,279
22340,511145.12.peg.1254,1680
22341,511145.12.peg.1255,948
22342,511145.12.peg.1256,852
22343,511145.12.peg.1257,624
22344,511145.12.peg.1258,1257
22345,511145.12.peg.1259,1083
22346,511145.12.peg.1260,834
22347,511145.12.peg.1261,393
22348,511145.12.peg.1262,810
22349,511145.12.peg.1263,855
22350,511145.12.peg.1264,135
22351,511145.12.peg.1265,135
22352,511145.12.peg.1266,135
22353,511145.12.peg.1267,1101
22354,511145.12.peg.1268,231
22355,511145.12.peg.1269,717
22356,511145.12.peg.1270,354
22357,511145.12.peg.1271,1395
22358,511145.12.peg.1272,651
22359,511145.12.peg.1273,1797
22360,511145.12.peg.1274,219
22361,511145.12.peg.1275,1392
22362,511145.12.peg.1276,3744
22363,511145.12.peg.1277,1539
22364,511145.12.peg.1278,711
22365,511145.12.peg.1279,678
22366,511145.12.rna.29,85
22367,511145.12.rna.30,85
22368,511145.12.peg.1280,843
22369,511145.12.peg.1281,360
22370,511145.12.peg.1282,906
22371,511145.12.peg.1283,1014
22372,511145.12.peg.1284,909
22373,511145.12.peg.1285,414
22374,511145.12.peg.1286,528
22375,511145.12.peg.1287,591
22376,511145.12.peg.1288,114
22377,511145.12.peg.1289,186
22378,511145.12.peg.1290,2676
22379,511145.12.peg.1291,648
22380,511145.12.peg.1292,162
22381,511145.12.peg.1293,1677
22382,511145.12.peg.1294,921
22383,511145.12.peg.1295,909
22384,511145.12.peg.1296,1014
22385,511145.12.peg.1297,1005
22386,511145.12.peg.1298,330
22387,511145.12.peg.1299,1461
22388,511145.12.peg.1300,1209
22389,511145.12.peg.1301,297
22390,511145.12.peg.1302,735
22391,511145.12.peg.1303,345
22392,511145.12.peg.1304,540
22393,511145.12.peg.1305,744
22394,511145.12.peg.1306,639
22395,511145.12.peg.1307,507
22396,511145.12.peg.1308,522
22397,511145.12.peg.1309,180
22398,511145.12.peg.1310,807
22399,511145.12.peg.1311,1194
22400,511145.12.peg.1312,1359
22401,511145.12.peg.1313,1596
22402,511145.12.peg.1314,1563
22403,511145.12.peg.1315,861
22404,511145.12.peg.1316,657
22405,511145.12.peg.1317,1896
22406,511145.12.peg.1318,876
22407,511145.12.peg.1319,591
22408,511145.12.peg.1320,759
22409,511145.12.peg.1321,1050
22410,511145.12.peg.1322,252
22411,511145.12.peg.1323,2598
22412,511145.12.peg.1324,975
22413,511145.12.peg.1325,129
22414,511145.12.peg.1326,168
22415,511145.12.peg.1327,2676
22416,511145.12.peg.1328,591
22417,511145.12.peg.1329,765
22418,511145.12.peg.1330,309
22419,511145.12.peg.1331,1170
22420,511145.12.peg.1332,144
22421,511145.12.peg.1333,738
22422,511145.12.peg.1334,330
22423,511145.12.peg.1335,219
22424,511145.12.peg.1336,750
22425,511145.12.peg.1337,174
22426,511145.12.peg.1338,1986
22427,511145.12.peg.1339,108
22428,511145.12.peg.1340,1935
22429,511145.12.peg.1341,1128
22430,511145.12.peg.1342,789
22431,511145.12.peg.1343,99
22432,511145.12.peg.1344,354
22433,511145.12.peg.1345,807
22434,511145.12.peg.1346,993
22435,511145.12.peg.1347,891
22436,511145.12.peg.1348,966
22437,511145.12.peg.1349,1620
22438,511145.12.peg.1350,246
22439,511145.12.peg.1351,1386
22440,511145.12.peg.1352,1419
22441,511145.12.peg.1353,135
22442,511145.12.peg.1354,753
22443,511145.12.peg.1355,558
22444,511145.12.peg.1356,1488
22445,511145.12.peg.1357,1281
22446,511145.12.peg.1358,1266
22447,511145.12.peg.1359,978
22448,511145.12.peg.1360,669
22449,511145.12.peg.1361,225
22450,511145.12.peg.1362,360
22451,511145.12.peg.1363,222
22452,511145.12.peg.1364,315
22453,511145.12.peg.1365,1680
22454,511145.12.peg.1366,1293
22455,511145.12.peg.1367,882
22456,511145.12.peg.1368,843
22457,511145.12.peg.1369,1053
22458,511145.12.peg.1370,789
22459,511145.12.peg.1371,1044
22460,511145.12.peg.1372,2268
22461,511145.12.peg.1373,660
22462,511145.12.peg.1374,969
22463,511145.12.peg.1375,114
22464,511145.12.peg.1376,906
22465,511145.12.peg.1377,999
22466,511145.12.peg.1378,1398
22467,511145.12.peg.1379,1062
22468,511145.12.peg.1380,1542
22469,511145.12.peg.1381,507
22470,511145.12.peg.1382,966
22471,511145.12.peg.1383,729
22472,511145.12.peg.1384,183
22473,511145.12.peg.1385,921
22474,511145.12.peg.1386,900
22475,511145.12.peg.1387,1614
22476,511145.12.peg.1388,1032
22477,511145.12.peg.1389,981
22478,511145.12.peg.1390,258
22479,511145.12.peg.1391,951
22480,511145.12.peg.1392,753
22481,511145.12.peg.1393,516
22482,511145.12.peg.1394,1407
22483,511145.12.peg.1395,1446
22484,511145.12.peg.1396,1302
22485,511145.12.peg.1397,102
22486,511145.12.peg.1398,909
22487,511145.12.peg.1399,564
22488,511145.12.peg.1400,1293
22489,511145.12.peg.1401,984
22490,511145.12.peg.1402,99
22491,511145.12.peg.1403,1374
22492,511145.12.peg.1404,936
22493,511145.12.peg.1405,1236
22494,511145.12.peg.1406,216
22495,511145.12.peg.1407,123
22496,511145.12.peg.1408,810
22497,511145.12.peg.1409,2601
22498,511145.12.peg.1410,276
22499,511145.12.peg.1411,177
22500,511145.12.peg.1412,222
22501,511145.12.peg.1413,612
22502,511145.12.peg.1414,156
22503,511145.12.peg.1415,135
22504,511145.12.peg.1416,477
22505,511145.12.peg.1417,423
22506,511145.12.peg.1418,858
22507,511145.12.peg.1419,747
22508,511145.12.peg.1420,561
22509,511145.12.peg.1421,306
22510,511145.12.peg.1422,1458
22511,511145.12.peg.1423,264
22512,511145.12.peg.1424,360
22513,511145.12.peg.1425,132
22514,511145.12.peg.1426,1029
22515,511145.12.peg.1427,981
22516,511145.12.peg.1428,171
22517,511145.12.peg.1429,174
22518,511145.12.peg.1430,234
22519,511145.12.peg.1431,750
22520,511145.12.peg.1432,135
22521,511145.12.peg.1433,1998
22522,511145.12.peg.1434,576
22523,511145.12.peg.1435,591
22524,511145.12.peg.1436,159
22525,511145.12.peg.1437,174
22526,511145.12.peg.1438,435
22527,511145.12.peg.1439,1134
22528,511145.12.peg.1440,3525
22529,511145.12.peg.1441,267
22530,511145.12.peg.1442,423
22531,511145.12.peg.1443,990
22532,511145.12.peg.1444,2640
22533,511145.12.peg.1445,186
22534,511145.12.peg.1446,327
22535,511145.12.peg.1447,894
22536,511145.12.peg.1448,1500
22537,511145.12.peg.1449,2274
22538,511145.12.peg.1450,2046
22539,511145.12.peg.1451,930
22540,511145.12.peg.1452,288
22541,511145.12.peg.1453,747
22542,511145.12.peg.1454,498
22543,511145.12.peg.1455,1071
22544,511145.12.peg.1456,768
22545,511145.12.peg.1457,789
22546,511145.12.peg.1458,1428
22547,511145.12.peg.1459,423
22548,511145.12.peg.1460,1206
22549,511145.12.peg.1461,1314
22550,511145.12.peg.1462,951
22551,511145.12.peg.1463,591
22552,511145.12.peg.1464,2541
22553,511145.12.peg.1465,906
22554,511145.12.peg.1466,366
22555,511145.12.peg.1467,1152
22556,511145.12.peg.1468,3156
22557,511145.12.peg.1469,861
22558,511145.12.peg.1470,2307
22559,511145.12.peg.1471,606
22560,511145.12.peg.1472,897
22561,511145.12.peg.1473,1758
22562,511145.12.peg.1474,1269
22563,511145.12.peg.1475,606
22564,511145.12.peg.1476,3903
22565,511145.12.peg.1477,801
22566,511145.12.peg.1478,1440
22567,511145.12.peg.1479,252
22568,511145.12.peg.1480,405
22569,511145.12.peg.1481,117
22570,511145.12.peg.1482,567
22571,511145.12.peg.1483,174
22572,511145.12.peg.1484,1593
22573,511145.12.peg.1485,924
22574,511145.12.peg.1486,1344
22575,511145.12.peg.1487,1620
22576,511145.12.peg.1488,225
22577,511145.12.peg.1489,540
22578,511145.12.peg.1490,981
22579,511145.12.peg.1491,1005
22580,511145.12.peg.1492,594
22581,511145.12.peg.1493,120
22582,511145.12.peg.1494,669
22583,511145.12.peg.1495,168
22584,511145.12.peg.1496,147
22585,511145.12.peg.1497,1149
22586,511145.12.peg.1498,1176
22587,511145.12.peg.1499,537
22588,511145.12.peg.1500,2004
22589,511145.12.peg.1501,171
22590,511145.12.peg.1502,123
22591,511145.12.peg.1503,438
22592,511145.12.peg.1504,1407
22593,511145.12.peg.1505,1146
22594,511145.12.peg.1506,1014
22595,511145.12.peg.1507,942
22596,511145.12.peg.1508,795
22597,511145.12.peg.1509,1425
22598,511145.12.peg.1510,117
22599,511145.12.peg.1511,249
22600,511145.12.peg.1512,234
22601,511145.12.peg.1513,450
22602,511145.12.peg.1514,582
22603,511145.12.peg.1515,1038
22604,511145.12.peg.1516,666
22605,511145.12.peg.1517,2103
22606,511145.12.peg.1518,1062
22607,511145.12.peg.1519,1500
22608,511145.12.peg.1520,618
22609,511145.12.peg.1521,213
22610,511145.12.peg.1522,93
22611,511145.12.peg.1523,2049
22612,511145.12.peg.1524,234
22613,511145.12.peg.1525,747
22614,511145.12.peg.1526,1137
22615,511145.12.peg.1527,234
22616,511145.12.peg.1528,570
22617,511145.12.peg.1529,846
22618,511145.12.peg.1530,894
22619,511145.12.peg.1531,681
22620,511145.12.peg.1532,696
22621,511145.12.peg.1533,1545
22622,511145.12.peg.1534,3741
22623,511145.12.peg.1535,1389
22624,511145.12.peg.1536,336
22625,511145.12.peg.1537,957
22626,511145.12.peg.1538,291
22627,511145.12.peg.1539,825
22628,511145.12.peg.1540,3048
22629,511145.12.peg.1541,885
22630,511145.12.peg.1542,654
22631,511145.12.peg.1543,132
22632,511145.12.peg.1544,285
22633,511145.12.peg.1545,1011
22634,511145.12.peg.1546,1725
22635,511145.12.peg.1547,138
22636,511145.12.peg.1548,216
22637,511145.12.peg.1549,432
22638,511145.12.peg.1550,927
22639,511145.12.peg.1551,987
22640,511145.12.peg.1552,897
22641,511145.12.peg.1553,1023
22642,511145.12.peg.1554,1461
22643,511145.12.peg.1555,582
22644,511145.12.peg.1556,2424
22645,511145.12.peg.1557,1383
22646,511145.12.peg.1558,1155
22647,511145.12.peg.1559,1536
22648,511145.12.peg.1560,1401
22649,511145.12.peg.1561,2784
22650,511145.12.peg.1562,2373
22651,511145.12.peg.1563,1593
22652,511145.12.peg.1564,1158
22653,511145.12.peg.1565,1620
22654,511145.12.peg.1566,762
22655,511145.12.peg.1567,198
22656,511145.12.peg.1568,2280
22657,511145.12.peg.1569,915
22658,511145.12.peg.1570,291
22659,511145.12.peg.1571,135
22660,511145.12.peg.1572,531
22661,511145.12.peg.1573,1149
22662,511145.12.peg.1574,1302
22663,511145.12.peg.1575,267
22664,511145.12.peg.1576,99
22665,511145.12.peg.1577,1401
22666,511145.12.peg.1578,3840
22667,511145.12.peg.1579,1593
22668,511145.12.peg.1580,954
22669,511145.12.peg.1581,1536
22670,511145.12.peg.1582,1029
22671,511145.12.peg.1583,993
22672,511145.12.peg.1584,1023
22673,511145.12.peg.1585,876
22674,511145.12.peg.1586,291
22675,511145.12.peg.1587,759
22676,511145.12.peg.1588,915
22677,511145.12.peg.1589,1452
22678,511145.12.peg.1590,132
22679,511145.12.peg.1591,948
22680,511145.12.peg.1592,291
22681,511145.12.peg.1593,699
22682,511145.12.peg.1594,1389
22683,511145.12.peg.1595,882
22684,511145.12.peg.1596,1116
22685,511145.12.peg.1597,1191
22686,511145.12.peg.1598,666
22687,511145.12.peg.1599,435
22688,511145.12.peg.1600,384
22689,511145.12.peg.1601,219
22690,511145.12.peg.1602,900
22691,511145.12.peg.1603,1188
22692,511145.12.peg.1604,96
22693,511145.12.peg.1605,891
22694,511145.12.peg.1606,393
22695,511145.12.peg.1607,303
22696,511145.12.peg.1608,2046
22697,511145.12.peg.1609,747
22698,511145.12.peg.1610,687
22699,511145.12.peg.1611,204
22700,511145.12.peg.1612,1461
22701,511145.12.peg.1613,1284
22702,511145.12.peg.1614,159
22703,511145.12.peg.1615,591
22704,511145.12.peg.1616,576
22705,511145.12.peg.1617,963
22706,511145.12.peg.1618,570
22707,511145.12.peg.1619,114
22708,511145.12.peg.1620,174
22709,511145.12.peg.1621,426
22710,511145.12.peg.1622,174
22711,511145.12.peg.1623,213
22712,511145.12.peg.1624,483
22713,511145.12.peg.1625,534
22714,511145.12.peg.1626,312
22715,511145.12.peg.1627,207
22716,511145.12.peg.1628,216
22717,511145.12.peg.1629,213
22718,511145.12.peg.1630,753
22719,511145.12.peg.1631,1050
22720,511145.12.peg.1632,279
22721,511145.12.peg.1633,252
22722,511145.12.peg.1634,117
22723,511145.12.peg.1635,156
22724,511145.12.peg.1636,288
22725,511145.12.peg.1637,240
22726,511145.12.peg.1638,333
22727,511145.12.peg.1639,231
22728,511145.12.peg.1640,231
22729,511145.12.peg.1641,156
22730,511145.12.peg.1642,129
22731,511145.12.peg.1643,219
22732,511145.12.peg.1644,165
22733,511145.12.peg.1645,171
22734,511145.12.peg.1646,189
22735,511145.12.peg.1647,192
22736,511145.12.peg.1648,921
22737,511145.12.peg.1649,381
22738,511145.12.peg.1650,1197
22739,511145.12.peg.1651,1020
22740,511145.12.peg.1652,1215
22741,511145.12.peg.1653,327
22742,511145.12.peg.1654,342
22743,511145.12.peg.1655,561
22744,511145.12.peg.1656,624
22745,511145.12.peg.1657,306
22746,511145.12.peg.1658,2427
22747,511145.12.peg.1659,2427
22748,511145.12.peg.1660,618
22749,511145.12.peg.1661,855
22750,511145.12.peg.1662,615
22751,511145.12.peg.1663,1257
22752,511145.12.peg.1664,696
22753,511145.12.peg.1665,1221
22754,511145.12.peg.1666,894
22755,511145.12.peg.1667,1254
22756,511145.12.peg.1668,336
22757,511145.12.peg.1669,822
22758,511145.12.peg.1670,330
22759,511145.12.peg.1671,366
22760,511145.12.peg.1672,1035
22761,511145.12.peg.1673,1389
22762,511145.12.peg.1674,1587
22763,511145.12.peg.1675,945
22764,511145.12.peg.1676,1383
22765,511145.12.peg.1677,723
22766,511145.12.peg.1678,336
22767,511145.12.peg.1679,720
22768,511145.12.peg.1680,1302
22769,511145.12.peg.1681,930
22770,511145.12.peg.1682,1404
22771,511145.12.peg.1683,1647
22772,511145.12.peg.1684,1176
22773,511145.12.peg.1685,1509
22774,511145.12.peg.1686,1248
22775,511145.12.peg.1687,1374
22776,511145.12.peg.1688,1812
22777,511145.12.peg.1689,591
22778,511145.12.peg.1690,768
22779,511145.12.peg.1691,1029
22780,511145.12.peg.1692,1593
22781,511145.12.peg.1693,1173
22782,511145.12.peg.1694,1002
22783,511145.12.peg.1695,1041
22784,511145.12.peg.1696,216
22785,511145.12.peg.1697,441
22786,511145.12.peg.1698,582
22787,511145.12.peg.1699,579
22788,511145.12.peg.1700,2223
22789,511145.12.peg.1701,1059
22790,511145.12.peg.1702,621
22791,511145.12.peg.1703,696
22792,511145.12.peg.1704,636
22793,511145.12.peg.1705,1503
22794,511145.12.peg.1706,606
22795,511145.12.peg.1707,861
22796,511145.12.peg.1708,1275
22797,511145.12.peg.1709,657
22798,511145.12.peg.1710,330
22799,511145.12.peg.1711,1110
22800,511145.12.peg.1712,468
22801,511145.12.peg.1713,435
22802,511145.12.peg.1714,237
22803,511145.12.peg.1715,858
22804,511145.12.peg.1716,1992
22805,511145.12.peg.1717,522
22806,511145.12.peg.1718,897
22807,511145.12.peg.1719,120
22808,511145.12.peg.1720,600
22809,511145.12.peg.1721,1098
22810,511145.12.peg.1722,408
22811,511145.12.peg.1723,648
22812,511145.12.peg.1724,4617
22813,511145.12.peg.1725,348
22814,511145.12.peg.1726,153
22815,511145.12.peg.1727,816
22816,511145.12.peg.1728,582
22817,511145.12.peg.1729,1170
22818,511145.12.peg.1730,120
22819,511145.12.peg.1731,966
22820,511145.12.peg.1732,933
22821,511145.12.peg.1733,1212
22822,511145.12.peg.1734,1149
22823,511145.12.peg.1735,642
22824,511145.12.peg.1736,1374
22825,511145.12.peg.1737,1257
22826,511145.12.rna.31,77
22827,511145.12.rna.32,77
22828,511145.12.peg.1738,306
22829,511145.12.peg.1739,1605
22830,511145.12.peg.1740,813
22831,511145.12.peg.1741,786
22832,511145.12.peg.1742,555
22833,511145.12.peg.1743,639
22834,511145.12.peg.1744,2103
22835,511145.12.peg.1745,627
22836,511145.12.peg.1746,171
22837,511145.12.peg.1747,1413
22838,511145.12.peg.1748,237
22839,511145.12.peg.1749,1005
22840,511145.12.peg.1750,417
22841,511145.12.peg.1751,1221
22842,511145.12.peg.1752,1272
22843,511145.12.peg.1753,747
22844,511145.12.peg.1754,1488
22845,511145.12.peg.1755,369
22846,511145.12.peg.1756,189
22847,511145.12.peg.1757,411
22848,511145.12.peg.1758,3057
22849,511145.12.peg.1759,1113
22850,511145.12.peg.1760,357
22851,511145.12.peg.1761,1215
22852,511145.12.peg.1762,1266
22853,511145.12.peg.1763,867
22854,511145.12.peg.1764,759
22855,511145.12.peg.1765,1596
22856,511145.12.peg.1766,1152
22857,511145.12.peg.1767,912
22858,511145.12.peg.1768,765
22859,511145.12.peg.1769,939
22860,511145.12.peg.1770,1290
22861,511145.12.peg.1771,294
22862,511145.12.peg.1772,1647
22863,511145.12.peg.1773,2379
22864,511145.12.peg.1774,834
22865,511145.12.peg.1775,1047
22866,511145.12.peg.1776,192
22867,511145.12.peg.1777,1437
22868,511145.12.peg.1778,714
22869,511145.12.peg.1779,465
22870,511145.12.peg.1780,750
22871,511145.12.peg.1781,552
22872,511145.12.peg.1782,981
22873,511145.12.peg.1783,300
22874,511145.12.peg.1784,2388
22875,511145.12.peg.1785,984
22876,511145.12.peg.1786,357
22877,511145.12.peg.1787,198
22878,511145.12.peg.1788,342
22879,511145.12.peg.1789,1929
22880,511145.12.peg.1790,474
22881,511145.12.pg.4,1900
22882,511145.12.peg.1791,1416
22883,511145.12.peg.1792,123
22884,511145.12.peg.1793,759
22885,511145.12.peg.1794,930
22886,511145.12.peg.1795,291
22887,511145.12.peg.1796,861
22888,511145.12.peg.1797,537
22889,511145.12.peg.1798,669
22890,511145.12.peg.1799,591
22891,511145.12.peg.1800,1392
22892,511145.12.peg.1801,804
22893,511145.12.peg.1802,243
22894,511145.12.peg.1803,2262
22895,511145.12.peg.1804,207
22896,511145.12.peg.1805,750
22897,511145.12.peg.1806,1353
22898,511145.12.peg.1807,840
22899,511145.12.peg.1808,348
22900,511145.12.peg.1809,1359
22901,511145.12.peg.1810,321
22902,511145.12.peg.1811,339
22903,511145.12.peg.1812,828
22904,511145.12.peg.1813,750
22905,511145.12.peg.1814,576
22906,511145.12.peg.1815,486
22907,511145.12.peg.1816,969
22908,511145.12.peg.1817,1344
22909,511145.12.peg.1818,1479
22910,511145.12.peg.1819,1035
22911,511145.12.peg.1820,1221
22912,511145.12.peg.1821,171
22913,511145.12.peg.1822,807
22914,511145.12.peg.1823,711
22915,511145.12.peg.1824,678
22916,511145.12.peg.1825,708
22917,511145.12.peg.1826,549
22918,511145.12.peg.1827,1167
22919,511145.12.peg.1828,1536
22920,511145.12.peg.1829,654
22921,511145.12.peg.1830,1308
22922,511145.12.peg.1831,621
22923,511145.12.peg.1832,408
22924,511145.12.peg.1833,273
22925,511145.12.peg.1834,1344
22926,511145.12.peg.1835,1041
22927,511145.12.peg.1836,1962
22928,511145.12.peg.1837,1044
22929,511145.12.peg.1838,552
22930,511145.12.peg.1839,1857
22931,511145.12.peg.1840,1017
22932,511145.12.peg.1841,642
22933,511145.12.peg.1842,1359
22934,511145.12.peg.1843,759
22935,511145.12.peg.1844,981
22936,511145.12.peg.1845,948
22937,511145.12.peg.1846,837
22938,511145.12.peg.1847,1044
22939,511145.12.peg.1848,1380
22940,511145.12.peg.1849,1077
22941,511145.12.peg.1850,273
22942,511145.12.peg.1851,414
22943,511145.12.peg.1852,996
22944,511145.12.peg.1853,885
22945,511145.12.peg.1854,855
22946,511145.12.peg.1855,747
22947,511145.12.peg.1856,1935
22948,511145.12.peg.1857,1284
22949,511145.12.peg.1858,1335
22950,511145.12.peg.1859,1491
22951,511145.12.peg.1860,504
22952,511145.12.peg.1861,153
22953,511145.12.peg.1862,189
22954,511145.12.peg.1863,447
22955,511145.12.peg.1864,810
22956,511145.12.peg.1865,1182
22957,511145.12.peg.1866,348
22958,511145.12.peg.1867,255
22959,511145.12.peg.1868,1155
22960,511145.12.peg.1869,114
22961,511145.12.peg.1870,249
22962,511145.12.peg.1871,183
22963,511145.12.peg.1872,360
22964,511145.12.peg.1873,135
22965,511145.12.peg.1874,639
22966,511145.12.peg.1875,924
22967,511145.12.peg.1876,1086
22968,511145.12.peg.1877,1440
22969,511145.12.peg.1878,1125
22970,511145.12.peg.1879,966
22971,511145.12.peg.1880,1128
22972,511145.12.peg.1881,1686
22973,511145.12.peg.1882,582
22974,511145.12.peg.1883,696
22975,511145.12.peg.1884,1911
22976,511145.12.peg.1885,345
22977,511145.12.peg.1886,138
22978,511145.12.peg.1887,300
22979,511145.12.peg.1888,180
22980,511145.12.peg.1889,1362
22981,511145.12.peg.1890,579
22982,511145.12.peg.1891,1299
22983,511145.12.peg.1892,1599
22984,511145.12.peg.1893,1557
22985,511145.12.peg.1894,972
22986,511145.12.peg.1895,801
22987,511145.12.peg.1896,852
22988,511145.12.peg.1897,459
22989,511145.12.peg.1898,567
22990,511145.12.peg.1899,810
22991,511145.12.peg.1900,210
22992,511145.12.peg.1901,144
22993,511145.12.peg.1902,288
22994,511145.12.peg.1903,144
22995,511145.12.peg.1904,240
22996,511145.12.peg.1905,792
22997,511145.12.peg.1906,1374
22998,511145.12.peg.1907,882
22999,511145.12.peg.1908,2043
23000,511145.12.peg.1909,699
23001,511145.12.peg.1910,498
23002,511145.12.peg.1911,1284
23003,511145.12.peg.1912,2640
23004,511145.12.peg.1913,1440
23005,511145.12.peg.1914,237
23006,511145.12.peg.1915,192
23007,511145.12.peg.1916,657
23008,511145.12.peg.1917,342
23009,511145.12.peg.1918,873
23010,511145.12.peg.1919,375
23011,511145.12.peg.1920,231
23012,511145.12.peg.1921,657
23013,511145.12.peg.1922,663
23014,511145.12.peg.1923,2061
23015,511145.12.peg.1924,660
23016,511145.12.peg.1925,357
23017,511145.12.peg.1926,291
23018,511145.12.peg.1927,1179
23019,511145.12.peg.1928,642
23020,511145.12.peg.1929,1812
23021,511145.12.peg.1930,1476
23022,511145.12.peg.1931,150
23023,511145.12.peg.1932,870
23024,511145.12.peg.1933,1443
23025,511145.12.peg.1934,972
23026,511145.12.peg.1935,1323
23027,511145.12.peg.1936,1059
23028,511145.12.peg.1937,756
23029,511145.12.peg.1938,786
23030,511145.12.peg.1939,1011
23031,511145.12.peg.1940,612
23032,511145.12.peg.1941,603
23033,511145.12.peg.1942,522
23034,511145.12.peg.1943,741
23035,511145.12.peg.1944,384
23036,511145.12.peg.1945,1722
23037,511145.12.peg.1946,567
23038,511145.12.peg.1947,819
23039,511145.12.peg.1948,396
23040,511145.12.peg.1949,744
23041,511145.12.peg.1950,972
23042,511145.12.peg.1951,147
23043,511145.12.peg.1952,2430
23044,511145.12.peg.1953,1101
23045,511145.12.peg.1954,747
23046,511145.12.peg.1955,573
23047,511145.12.peg.1956,1734
23048,511145.12.peg.1957,489
23049,511145.12.peg.1958,237
23050,511145.12.peg.1959,2079
23051,511145.12.peg.1960,1149
23052,511145.12.peg.1961,135
23053,511145.12.peg.1962,645
23054,511145.12.peg.1963,390
23055,511145.12.peg.1964,1050
23056,511145.12.peg.1965,861
23057,511145.12.peg.1966,1602
23058,511145.12.peg.1967,1662
23059,511145.12.peg.1968,504
23060,511145.12.peg.1969,1959
23061,511145.12.peg.1970,927
23062,511145.12.peg.1971,888
23063,511145.12.peg.1972,579
23064,511145.12.peg.1973,351
23065,511145.12.peg.1974,378
23066,511145.12.peg.1975,228
23067,511145.12.peg.1976,429
23068,511145.12.peg.1977,1425
23069,511145.12.peg.1978,801
23070,511145.12.peg.1979,987
23071,511145.12.peg.1980,1515
23072,511145.12.peg.1981,990
23073,511145.12.peg.1982,504
23074,511145.12.peg.1983,252
23075,511145.12.peg.1984,147
23076,511145.12.peg.1985,324
23077,511145.12.peg.1986,141
23078,511145.12.peg.1987,498
23079,511145.12.peg.1988,240
23080,511145.12.peg.1989,114
23081,511145.12.peg.1990,1143
23082,511145.12.peg.1991,666
23083,511145.12.rna.33,87
23084,511145.12.rna.34,74
23085,511145.12.rna.35,76
23086,511145.12.peg.1992,114
23087,511145.12.peg.1993,549
23088,511145.12.peg.1994,1833
23089,511145.12.peg.1995,657
23090,511145.12.peg.1996,129
23091,511145.12.peg.1997,225
23092,511145.12.peg.1998,723
23093,511145.12.peg.1999,753
23094,511145.12.peg.2000,669
23095,511145.12.peg.2001,987
23096,511145.12.peg.2002,801
23097,511145.12.peg.2003,552
23098,511145.12.peg.2004,720
23099,511145.12.peg.2005,1497
23100,511145.12.peg.2006,1407
23101,511145.12.peg.2007,411
23102,511145.12.peg.2008,366
23103,511145.12.peg.2009,1488
23104,511145.12.peg.2010,480
23105,511145.12.peg.2011,1206
23106,511145.12.peg.2012,234
23107,511145.12.peg.2013,669
23108,511145.12.peg.2014,480
23109,511145.12.peg.2015,351
23110,511145.12.peg.2016,315
23111,511145.12.peg.2017,1659
23112,511145.12.peg.2018,996
23113,511145.12.peg.2019,687
23114,511145.12.peg.2020,1374
23115,511145.12.peg.2021,444
23116,511145.12.peg.2022,1128
23117,511145.12.peg.2023,465
23118,511145.12.peg.2024,1005
23119,511145.12.peg.2025,414
23120,511145.12.peg.2026,366
23121,511145.12.peg.2027,738
23122,511145.12.peg.2028,270
23123,511145.12.peg.2029,786
23124,511145.12.peg.2030,624
23125,511145.12.peg.2031,189
23126,511145.12.peg.2032,228
23127,511145.12.peg.2033,816
23128,511145.12.peg.2034,1677
23129,511145.12.peg.2035,189
23130,511145.12.peg.2036,183
23131,511145.12.peg.2037,912
23132,511145.12.peg.2038,921
23133,511145.12.peg.2039,471
23134,511145.12.peg.2040,1419
23135,511145.12.peg.2041,696
23136,511145.12.peg.2042,303
23137,511145.12.peg.2043,486
23138,511145.12.peg.2044,198
23139,511145.12.peg.2045,390
23140,511145.12.peg.2046,144
23141,511145.12.peg.2047,852
23142,511145.12.peg.2048,1359
23143,511145.12.peg.2049,783
23144,511145.12.peg.2050,414
23145,511145.12.peg.2051,1005
23146,511145.12.peg.2052,636
23147,511145.12.peg.2053,651
23148,511145.12.peg.2054,531
23149,511145.12.rna.36,90
23150,511145.12.peg.2055,798
23151,511145.12.rna.37,76
23152,511145.12.peg.2056,6957
23153,511145.12.peg.2057,327
23154,511145.12.peg.2058,705
23155,511145.12.peg.2059,1317
23156,511145.12.peg.2060,1455
23157,511145.12.peg.2061,717
23158,511145.12.rna.38,76
23159,511145.12.peg.2062,1455
23160,511145.12.rna.39,76
23161,511145.12.peg.2063,951
23162,511145.12.peg.2064,918
23163,511145.12.rna.40,76
23164,511145.12.peg.2065,933
23165,511145.12.peg.2066,1080
23166,511145.12.peg.2067,744
23167,511145.12.peg.2068,546
23168,511145.12.peg.2069,123
23169,511145.12.peg.2070,981
